Pitch,Roll,Yaw,gesture
0.6666666666666666,0.09375,1.0,0
0.6666666666666666,0.109375,1.0,0
0.6666666666666666,0.140625,1.0,0
0.6666666666666666,0.125,1.0,0
0.6666666666666666,0.140625,0.9972222222222222,0
0.6666666666666666,0.140625,0.9972222222222222,0
0.6666666666666666,0.140625,1.0,0
0.6666666666666666,0.140625,1.0,0
0.6666666666666666,0.140625,1.0,0
0.6666666666666666,0.140625,1.0,0
0.6458333333333334,0.171875,0.0,0
0.6458333333333334,0.140625,0.0,0
0.6458333333333334,0.21875,0.002777777777777778,0
0.6458333333333334,0.140625,0.002777777777777778,0
0.6458333333333334,0.234375,0.005555555555555556,0
0.6666666666666666,0.125,0.005555555555555556,0
0.6875,0.203125,0.005555555555555556,0
0.6875,0.15625,0.005555555555555556,0
0.7083333333333334,0.203125,0.008333333333333333,0
0.7083333333333334,0.15625,0.008333333333333333,0
0.7291666666666666,0.1875,0.011111111111111112,0
0.7291666666666666,0.15625,0.011111111111111112,0
0.75,0.1875,0.011111111111111112,0
0.7708333333333334,0.15625,0.011111111111111112,0
0.7708333333333334,0.1875,0.01388888888888889,0
0.7916666666666666,0.15625,0.011111111111111112,0
0.8125,0.203125,0.01388888888888889,0
0.8333333333333333,0.171875,0.01388888888888889,0
0.8541666666666666,0.1875,0.01388888888888889,0
0.875,0.171875,0.01388888888888889,0
0.875,0.203125,0.016666666666666666,0
0.8958333333333333,0.171875,0.01388888888888889,0
0.9166666666666666,0.203125,0.01388888888888889,0
0.9166666666666666,0.1875,0.01388888888888889,0
0.9166666666666666,0.21875,0.016666666666666666,0
0.9166666666666666,0.203125,0.016666666666666666,0
0.9166666666666666,0.21875,0.016666666666666666,0
0.9166666666666666,0.21875,0.016666666666666666,0
0.9166666666666666,0.21875,0.016666666666666666,0
0.9375,0.21875,0.016666666666666666,0
0.9375,0.234375,0.016666666666666666,0
0.9375,0.21875,0.016666666666666666,0
0.9375,0.234375,0.016666666666666666,0
0.9583333333333333,0.234375,0.016666666666666666,0
0.9583333333333333,0.25,0.019444444444444445,0
0.9583333333333333,0.25,0.019444444444444445,0
0.9791666666666666,0.265625,0.019444444444444445,0
0.9791666666666666,0.265625,0.019444444444444445,0
1.0,0.28125,0.019444444444444445,0
0.8958333333333333,0.34375,0.022222222222222223,0
0.875,0.3125,0.019444444444444445,0
0.8125,0.390625,0.022222222222222223,0
0.75,0.296875,0.019444444444444445,0
0.6666666666666666,0.390625,0.019444444444444445,0
0.6458333333333334,0.296875,0.019444444444444445,0
0.5833333333333334,0.375,0.019444444444444445,0
0.5625,0.28125,0.016666666666666666,0
0.5416666666666667,0.34375,0.019444444444444445,0
0.5208333333333334,0.234375,0.016666666666666666,0
0.4791666666666667,0.3125,0.016666666666666666,0
0.45833333333333337,0.21875,0.019444444444444445,0
0.4375,0.296875,0.019444444444444445,0
0.4375,0.203125,0.019444444444444445,0
0.39583333333333337,0.28125,0.019444444444444445,0
0.375,0.1875,0.016666666666666666,0
