Timestamp,RateRoll1,RatePitch1,RateYaw1,KalmanRoll1,KalmanPitch1,KalmanYaw1,RateRoll2,RatePitch2,RateYaw2,KalmanRoll2,KalmanPitch2,KalmanYaw2,RateRoll3,RatePitch3,RateYaw3,KalmanRoll3,KalmanPitch3,KalmanYaw3,RateRoll4,RatePitch4,RateYaw4,KalmanRoll4,KalmanPitch4,KalmanYaw4,RateRoll5,RatePitch5,RateYaw5,KalmanRoll5,KalmanPitch5,KalmanYaw5
1738018618.0019586,-115.76,-23.27,-29.92,-20.5,-8.44,-5.56,-33.62,105.95,-38.11,-10.03,17.5,-7.06,50.53,121.28,-30.53,5.1,21.79,-5.71,34.2,96.03,-34.69,3.85,15.72,-6.45,122.11,14.53,-34.69,21.05,6.15,-6.47
1738018619.5418503,-118.2,-27.24,-29.92,-20.74,-8.45,-5.62,-38.93,104.15,-38.11,-10.07,17.72,-7.13,46.26,121.86,-30.9,5.23,22.03,-5.77,30.87,96.82,-34.56,3.93,15.93,-6.52,122.05,18.29,-34.56,21.3,6.15,-6.53
1738018621.0806942,-117.56,-24.82,-30.05,-20.98,-8.46,-5.67,-37.53,104.12,-37.98,-10.1,17.93,-7.2,46.9,122.2,-30.9,5.36,22.27,-5.83,31.15,97.4,-34.81,4.01,16.14,-6.58,120.52,16.89,-34.56,21.54,6.15,-6.6
1738018622.6212783,-116.21,-30.08,-29.8,-21.21,-8.48,-5.73,-40.4,105.92,-38.11,-10.15,18.16,-7.28,45.07,122.2,-30.78,5.48,22.51,-5.89,30.14,98.05,-34.69,4.09,16.35,-6.65,121.62,19.33,-34.56,21.79,6.16,-6.66
1738018624.1599598,-114.6,-30.23,-30.17,-21.43,-8.51,-5.78,-42.56,102.96,-37.98,-10.21,18.37,-7.35,43.18,122.41,-30.78,5.59,22.75,-5.94,28.92,95.88,-34.69,4.16,16.55,-6.71,121.62,21.86,-34.44,22.03,6.18,-6.72
1738018625.7024443,-118.69,-26.9,-29.68,-21.67,-8.52,-5.84,-39.45,105.07,-38.23,-10.26,18.58,-7.42,44.46,123.3,-30.78,5.7,22.99,-6.0,30.32,97.5,-34.69,4.23,16.75,-6.78,121.89,20.67,-34.56,22.28,6.19,-6.79
1738018627.2406628,-118.41,-26.63,-30.05,-21.9,-8.54,-5.9,-39.11,104.0,-37.98,-10.3,18.8,-7.49,45.31,124.49,-30.78,5.82,23.24,-6.06,29.25,97.62,-34.44,4.3,16.96,-6.84,121.4,20.46,-34.56,22.52,6.21,-6.85
1738018628.780211,-119.24,-27.36,-29.8,-22.14,-8.56,-5.95,-39.48,104.95,-38.23,-10.35,19.01,-7.56,44.24,123.21,-30.78,5.93,23.48,-6.12,28.95,96.85,-34.81,4.37,17.16,-6.91,120.64,21.5,-34.56,22.75,6.23,-6.92
1738018630.3172648,-118.99,-26.2,-30.05,-22.38,-8.57,-6.01,-36.73,104.76,-38.23,-10.38,19.22,-7.63,45.86,124.49,-30.78,6.05,23.72,-6.17,30.05,97.5,-34.81,4.44,17.37,-6.97,121.8,18.75,-34.81,23.0,6.23,-6.98
1738018631.8589318,-119.85,-26.53,-29.8,-22.62,-8.58,-6.06,-36.61,106.56,-38.47,-10.42,19.45,-7.71,47.18,123.21,-30.78,6.18,23.96,-6.23,32.98,96.95,-34.56,4.53,17.57,-7.04,123.15,16.7,-34.56,23.24,6.23,-7.04
1738018633.3987713,-114.29,-27.82,-30.05,-22.84,-8.61,-6.12,-42.14,107.42,-38.11,-10.48,19.67,-7.78,46.96,121.68,-31.02,6.3,24.19,-6.29,31.54,97.83,-34.44,4.61,17.78,-7.1,120.89,17.74,-34.56,23.48,6.24,-7.11
1738018634.9379368,-118.78,-25.71,-30.17,-23.07,-8.62,-6.17,-39.97,104.37,-38.23,-10.53,19.88,-7.85,45.01,124.58,-30.66,6.41,24.44,-6.35,29.16,98.14,-34.56,4.67,17.98,-7.16,122.93,21.22,-34.69,23.73,6.26,-7.17
1738018636.4777462,-117.59,-28.03,-30.05,-23.3,-8.64,-6.23,-41.59,103.02,-38.11,-10.59,20.08,-7.92,43.66,125.04,-30.9,6.52,24.68,-6.4,27.51,99.36,-34.69,4.73,18.19,-7.23,121.31,22.72,-34.93,23.96,6.29,-7.24
1738018638.0135527,-118.17,-27.21,-30.05,-23.53,-8.66,-6.29,-40.61,104.85,-38.35,-10.64,20.3,-7.99,45.71,123.51,-30.78,6.63,24.92,-6.46,30.23,97.5,-34.56,4.81,18.39,-7.29,121.62,19.85,-34.93,24.2,6.3,-7.3
1738018639.5561624,-118.14,-25.44,-30.17,-23.76,-8.68,-6.34,-38.66,103.63,-38.23,-10.69,20.5,-8.06,46.2,123.08,-30.78,6.75,25.16,-6.52,29.95,97.47,-34.56,4.88,18.59,-7.35,121.28,20.27,-34.56,24.44,6.32,-7.37
1738018641.0932229,-116.76,-30.69,-30.17,-23.99,-8.71,-6.4,-38.44,104.09,-38.23,-10.73,20.71,-8.13,47.76,125.01,-30.78,6.87,25.4,-6.57,25.13,101.47,-34.69,4.93,18.81,-7.42,134.29,19.48,-34.81,24.72,6.33,-7.43
1738018642.6363294,-117.37,-32.21,-30.05,-24.22,-8.75,-6.45,-41.68,101.07,-38.35,-10.79,20.9,-8.2,44.09,122.9,-30.78,6.98,25.63,-6.63,30.17,93.77,-34.93,5.0,18.99,-7.48,120.21,21.22,-34.81,24.96,6.35,-7.49
1738018644.1730127,-116.79,-34.96,-29.8,-24.44,-8.8,-6.51,-45.34,100.95,-38.23,-10.86,21.1,-8.27,43.18,121.74,-31.02,7.08,25.86,-6.69,29.59,95.02,-34.81,5.07,19.18,-7.55,120.52,21.01,-34.56,25.19,6.37,-7.56
1738018645.7121549,-116.49,-30.69,-30.17,-24.66,-8.84,-6.56,-41.22,99.63,-38.23,-10.92,21.28,-8.34,42.53,119.97,-30.66,7.18,26.09,-6.74,30.6,92.09,-34.81,5.14,19.36,-7.61,118.41,19.91,-34.93,25.41,6.39,-7.62
1738018647.249077,-112.55,-40.27,-30.17,-24.87,-8.91,-6.62,-50.5,95.27,-38.11,-11.01,21.45,-8.41,35.39,120.67,-30.78,7.25,26.31,-6.8,22.63,94.63,-34.81,5.18,19.55,-7.67,119.24,31.76,-34.56,25.63,6.45,-7.68
1738018648.7845645,-102.6,-64.61,-30.17,-25.03,-9.08,-6.68,-71.3,78.69,-37.98,-11.19,21.56,-8.48,7.45,116.12,-30.66,7.21,26.52,-6.86,1.16,78.38,-34.93,5.13,19.67,-7.74,103.79,53.01,-34.69,25.8,6.6,-7.75
1738018650.3228369,-105.22,-55.82,-29.92,-25.21,-9.22,-6.73,-59.05,85.98,-38.23,-11.32,21.69,-8.55,19.24,114.23,-30.9,7.21,26.71,-6.91,13.28,81.31,-35.05,5.13,19.8,-7.8,108.76,42.66,-34.44,25.98,6.71,-7.81
1738018651.8657184,-105.86,-59.3,-30.05,-25.39,-9.36,-6.78,-59.27,85.01,-38.47,-11.44,21.82,-8.62,16.89,113.44,-30.9,7.21,26.91,-6.97,10.99,81.28,-34.93,5.13,19.93,-7.87,107.54,44.18,-34.32,26.16,6.82,-7.87
1738018653.403751,-105.56,-59.05,-30.05,-25.57,-9.51,-6.84,-59.21,84.09,-38.6,-11.57,21.95,-8.69,16.09,114.69,-30.66,7.21,27.11,-7.02,10.87,81.31,-34.81,5.12,20.07,-7.93,106.99,43.51,-34.44,26.34,6.93,-7.93
1738018654.938461,-105.28,-58.93,-29.92,-25.74,-9.65,-6.89,-58.72,84.61,-38.23,-11.69,22.08,-8.76,16.34,113.92,-31.02,7.21,27.3,-7.08,10.38,79.85,-35.18,5.12,20.19,-7.99,107.39,43.79,-34.56,26.51,7.03,-7.99
1738018656.4754105,-95.91,-57.92,-30.17,-25.88,-9.79,-6.95,-58.72,92.03,-38.35,-11.82,22.24,-8.83,14.2,112.15,-30.66,7.19,27.49,-7.14,8.55,78.11,-35.05,5.1,20.31,-8.06,105.89,42.72,-34.44,26.68,7.14,-8.06
1738018658.0121763,-102.81,-57.4,-30.29,-26.05,-9.93,-7.0,-56.49,82.63,-38.11,-11.93,22.36,-8.9,15.05,113.56,-30.9,7.19,27.69,-7.19,9.56,78.9,-34.69,5.09,20.44,-8.12,105.74,44.31,-34.81,26.86,7.25,-8.12
1738018659.5543885,-106.17,-59.15,-30.41,-26.23,-10.07,-7.06,-57.19,84.7,-38.11,-12.05,22.49,-8.97,17.37,113.86,-30.78,7.19,27.88,-7.25,10.99,79.15,-34.81,5.09,20.56,-8.18,107.54,42.11,-34.44,27.03,7.35,-8.18
1738018661.094149,-103.05,-58.23,-30.17,-26.4,-10.21,-7.11,-56.21,83.3,-38.35,-12.16,22.61,-9.04,15.08,112.09,-30.66,7.18,28.07,-7.3,10.02,77.37,-34.69,5.08,20.68,-8.25,105.71,43.79,-34.44,27.2,7.45,-8.24
1738018662.6294937,-103.21,-59.94,-30.05,-26.56,-10.35,-7.17,-60.34,80.43,-38.23,-12.29,22.72,-9.11,13.13,109.98,-30.9,7.17,28.25,-7.36,8.34,73.92,-34.56,5.07,20.79,-8.31,103.73,45.01,-34.69,27.37,7.56,-8.3
1738018664.1723142,-101.92,-62.26,-30.17,-26.73,-10.51,-7.22,-56.98,79.51,-38.47,-12.4,22.83,-9.18,14.29,107.48,-31.15,7.16,28.42,-7.42,10.99,73.1,-34.69,5.07,20.89,-8.37,103.91,42.41,-34.56,27.53,7.66,-8.37
1738018665.7115085,-104.46,-62.96,-30.17,-26.9,-10.66,-7.28,-55.57,81.25,-38.47,-12.51,22.95,-9.25,16.03,108.06,-30.9,7.16,28.59,-7.47,12.95,72.92,-34.81,5.07,20.99,-8.43,105.07,42.11,-34.81,27.7,7.76,-8.43
1738018667.250158,-102.29,-61.5,-30.05,-27.07,-10.81,-7.33,-56.12,82.35,-38.23,-12.62,23.07,-9.32,16.03,108.52,-30.78,7.16,28.77,-7.53,11.97,74.38,-34.56,5.07,21.09,-8.49,105.01,41.65,-34.81,27.87,7.86,-8.49
1738018668.7896783,-101.47,-63.54,-30.05,-27.23,-10.96,-7.39,-56.46,80.09,-38.23,-12.73,23.18,-9.39,13.22,108.18,-30.9,7.15,28.94,-7.58,9.62,74.2,-34.69,5.07,21.2,-8.56,104.03,45.77,-34.69,28.03,7.97,-8.55
1738018670.3264952,-102.41,-64.03,-30.05,-27.39,-11.12,-7.44,-59.11,79.15,-38.6,-12.85,23.29,-9.46,12.79,108.55,-30.78,7.14,29.11,-7.64,8.67,73.13,-34.69,5.06,21.3,-8.62,103.08,45.16,-34.44,28.19,8.08,-8.61
1738018671.863566,-97.28,-66.26,-30.17,-27.54,-11.29,-7.49,-58.96,75.63,-38.23,-12.97,23.38,-9.53,8.82,104.73,-31.15,7.11,29.27,-7.69,6.08,69.86,-34.81,5.04,21.39,-8.68,101.04,48.12,-34.56,28.34,8.2,-8.67
1738018673.396551,-86.84,-90.35,-30.29,-27.64,-11.55,-7.55,-72.98,57.71,-38.72,-13.15,23.41,-9.6,-8.52,95.08,-31.02,7.01,29.39,-7.75,-4.55,54.66,-34.93,4.97,21.42,-8.74,87.82,57.44,-34.56,28.44,8.35,-8.74
1738018674.933249,-82.9,-90.9,-30.05,-27.73,-11.81,-7.6,-71.05,53.62,-38.35,-13.32,23.42,-9.66,-9.01,92.31,-31.02,6.92,29.5,-7.8,-4.43,50.6,-34.56,4.91,21.44,-8.8,85.04,57.92,-34.69,28.53,8.51,-8.8
1738018676.4674146,-85.92,-81.65,-30.17,-27.83,-12.03,-7.65,-65.04,60.73,-38.23,-13.46,23.45,-9.73,-2.81,90.69,-31.02,6.84,29.61,-7.86,2.05,52.12,-34.93,4.88,21.46,-8.87,88.0,52.03,-34.69,28.63,8.64,-8.86
1738018678.0050023,-90.93,-81.86,-30.29,-27.95,-12.25,-7.71,-66.26,65.47,-38.6,-13.61,23.51,-9.8,1.16,95.24,-31.02,6.79,29.73,-7.91,3.94,57.92,-34.81,4.85,21.5,-8.93,92.7,50.44,-34.44,28.76,8.77,-8.92
1738018679.5375836,-84.82,-76.24,-30.17,-28.04,-12.45,-7.76,-65.13,60.64,-38.35,-13.75,23.55,-9.87,-2.02,95.76,-31.02,6.72,29.85,-7.97,0.58,54.41,-34.81,4.81,21.53,-8.99,87.57,52.15,-34.44,28.86,8.9,-8.98
1738018681.0736923,-91.21,-79.15,-30.29,-28.17,-12.65,-7.82,-66.14,65.16,-38.23,-13.89,23.61,-9.94,0.24,98.17,-31.02,6.67,29.99,-8.02,1.86,59.08,-34.69,4.78,21.58,-9.05,91.91,52.85,-34.2,28.97,9.03,-9.04
1738018746.248766,-116.49,45.25,-30.29,-0.32,0.13,-0.08,-71.66,29.37,-38.47,-0.2,0.08,-0.11,21.5,79.63,-31.27,0.06,0.22,-0.09,63.42,21.13,-34.93,0.18,0.06,-0.1,82.2,22.93,-34.81,0.23,0.06,-0.1
1738018747.7737713,-114.69,47.76,-30.41,-0.6,0.24,-0.16,-61.04,23.6,-38.84,-0.34,0.13,-0.2,21.44,81.37,-31.27,0.11,0.42,-0.16,62.02,23.54,-34.93,0.32,0.12,-0.18,81.01,23.02,-34.93,0.42,0.12,-0.18
1738018749.2994368,-114.75,46.81,-30.66,-0.86,0.35,-0.23,-66.23,18.08,-38.35,-0.49,0.17,-0.29,18.96,80.89,-31.51,0.15,0.6,-0.23,60.34,23.63,-35.42,0.46,0.17,-0.26,80.18,26.47,-35.18,0.6,0.18,-0.26
1738018750.8252943,-111.48,47.79,-30.66,-1.09,0.45,-0.29,-60.58,15.88,-38.6,-0.61,0.19,-0.37,19.94,82.2,-31.39,0.19,0.78,-0.3,57.8,25.92,-35.18,0.58,0.23,-0.34,81.13,27.82,-34.93,0.78,0.25,-0.34
1738018752.3480034,-113.92,47.69,-30.41,-1.33,0.55,-0.36,-65.62,19.94,-38.72,-0.76,0.24,-0.45,19.02,81.74,-31.51,0.23,0.95,-0.37,59.45,24.61,-35.05,0.7,0.28,-0.41,80.52,27.02,-34.93,0.95,0.31,-0.41
1738018753.8742,-111.08,49.92,-30.41,-1.56,0.66,-0.42,-62.08,17.53,-38.35,-0.88,0.27,-0.53,19.63,84.15,-31.39,0.27,1.13,-0.43,59.27,26.05,-35.18,0.83,0.34,-0.49,82.02,27.27,-35.05,1.12,0.36,-0.48
1738018755.4020383,-111.76,49.5,-30.17,-1.79,0.77,-0.48,-61.83,17.98,-38.72,-1.01,0.3,-0.61,19.76,83.76,-31.39,0.31,1.31,-0.5,58.87,26.72,-34.81,0.95,0.4,-0.56,81.56,26.08,-34.93,1.29,0.42,-0.56
1738018756.9278033,-111.48,51.48,-30.41,-2.02,0.88,-0.55,-50.84,2.56,-38.23,-1.09,0.28,-0.69,18.17,86.66,-31.39,0.35,1.5,-0.56,59.36,29.19,-35.18,1.07,0.47,-0.63,84.21,28.52,-34.93,1.47,0.48,-0.63
1738018758.4528792,-110.93,53.16,-30.17,-2.24,0.99,-0.61,-55.63,6.41,-38.47,-1.2,0.28,-0.77,20.27,87.21,-31.51,0.39,1.68,-0.63,59.57,30.14,-35.05,1.19,0.53,-0.7,84.31,28.76,-34.69,1.65,0.54,-0.7
1738018759.9767764,-109.8,56.64,-30.53,-2.46,1.12,-0.67,-55.91,6.5,-38.47,-1.31,0.28,-0.85,21.59,87.42,-31.51,0.44,1.86,-0.69,60.92,29.68,-34.93,1.32,0.6,-0.77,84.61,29.37,-35.18,1.82,0.61,-0.77
1738018761.5036545,-108.43,55.79,-30.17,-2.68,1.24,-0.73,-52.85,-0.61,-38.47,-1.4,0.26,-0.93,19.51,88.76,-31.39,0.48,2.05,-0.76,59.54,33.59,-34.81,1.44,0.68,-0.84,83.39,31.27,-34.69,1.99,0.68,-0.84
1738018763.0295131,-111.08,55.05,-30.53,-2.9,1.36,-0.79,-54.56,6.78,-38.47,-1.51,0.27,-1.0,20.43,87.88,-31.51,0.52,2.23,-0.82,59.85,30.9,-34.93,1.56,0.75,-0.91,84.61,29.34,-34.93,2.17,0.74,-0.91
1738018764.5579038,-110.35,56.24,-30.66,-3.13,1.48,-0.86,-54.87,7.15,-38.35,-1.61,0.28,-1.08,20.73,90.17,-31.39,0.56,2.42,-0.88,59.97,33.1,-35.05,1.68,0.82,-0.98,83.79,29.95,-34.81,2.34,0.8,-0.98
1738018766.0818222,-110.84,56.89,-30.53,-3.35,1.6,-0.92,-53.13,5.77,-38.47,-1.71,0.28,-1.16,23.63,90.26,-31.39,0.62,2.61,-0.95,60.73,33.53,-34.81,1.81,0.9,-1.05,86.14,29.71,-34.93,2.52,0.86,-1.05
1738018767.609602,-111.91,55.79,-30.29,-3.58,1.72,-0.98,-58.17,9.65,-38.35,-1.83,0.3,-1.24,22.72,87.08,-31.51,0.67,2.79,-1.01,61.98,31.76,-35.18,1.93,0.96,-1.13,85.83,28.92,-34.81,2.69,0.92,-1.12
1738018769.1336627,-109.77,55.6,-30.41,-3.79,1.84,-1.04,-53.59,4.4,-38.23,-1.93,0.3,-1.31,21.22,89.92,-31.39,0.71,2.98,-1.07,59.24,32.52,-34.93,2.05,1.03,-1.2,84.79,30.2,-35.05,2.87,0.99,-1.19
1738018770.6611845,-111.02,55.24,-30.41,-4.02,1.95,-1.1,-55.88,6.84,-38.23,-2.05,0.31,-1.39,21.1,87.42,-31.63,0.75,3.15,-1.14,60.67,32.31,-34.81,2.17,1.1,-1.27,84.85,29.5,-35.05,3.04,1.05,-1.26
1738018772.1860554,-111.02,55.08,-30.66,-4.24,2.06,-1.16,-55.79,5.98,-38.35,-2.16,0.32,-1.47,20.58,87.97,-31.51,0.79,3.33,-1.2,59.63,33.04,-34.81,2.29,1.17,-1.34,83.97,29.62,-34.81,3.21,1.11,-1.33
1738018773.7094524,-109.31,56.85,-30.41,-4.46,2.18,-1.22,-56.73,5.01,-38.35,-2.27,0.32,-1.54,20.21,89.28,-31.39,0.83,3.51,-1.26,58.41,32.58,-35.05,2.41,1.24,-1.41,83.69,31.02,-34.44,3.37,1.17,-1.4
1738018775.2381773,-110.6,54.26,-30.53,-4.68,2.29,-1.28,-55.39,3.11,-38.47,-2.38,0.32,-1.62,19.27,89.62,-31.39,0.87,3.7,-1.33,58.78,32.34,-34.81,2.52,1.31,-1.48,82.9,30.02,-34.93,3.54,1.23,-1.47
1738018776.7626305,-110.69,54.66,-30.41,-4.9,2.4,-1.35,-57.4,5.62,-38.35,-2.5,0.33,-1.7,19.02,87.88,-31.63,0.91,3.87,-1.39,58.84,31.48,-34.81,2.64,1.37,-1.54,81.92,29.89,-34.81,3.7,1.3,-1.54
1738018778.2906945,-112.76,54.32,-30.41,-5.13,2.51,-1.41,-57.71,11.08,-38.23,-2.61,0.36,-1.77,21.34,87.11,-31.39,0.95,4.05,-1.45,60.18,29.8,-34.81,2.76,1.43,-1.61,82.99,28.61,-34.81,3.86,1.35,-1.61
1738018779.8142064,-110.6,55.51,-30.41,-5.35,2.62,-1.47,-58.63,3.6,-38.23,-2.73,0.36,-1.85,18.53,89.98,-31.63,0.98,4.23,-1.52,55.45,31.79,-34.56,2.86,1.5,-1.68,82.99,32.31,-34.81,4.03,1.42,-1.68
1738018781.3427665,-109.37,55.54,-30.53,-5.56,2.74,-1.53,-58.44,7.3,-38.23,-2.85,0.37,-1.93,18.47,88.76,-31.15,1.02,4.41,-1.58,56.95,32.85,-34.69,2.97,1.56,-1.75,82.38,32.09,-34.69,4.19,1.49,-1.75
1738018782.8682706,-111.45,55.18,-30.66,-5.79,2.85,-1.59,-58.69,5.04,-38.47,-2.98,0.38,-2.0,18.78,88.79,-31.51,1.05,4.59,-1.64,57.4,31.45,-34.69,3.08,1.63,-1.82,81.98,31.39,-34.81,4.35,1.56,-1.82
1738018784.391908,-110.72,54.72,-30.53,-6.01,2.96,-1.65,-58.96,7.91,-38.23,-3.1,0.39,-2.08,18.23,88.09,-31.39,1.08,4.77,-1.7,56.92,32.06,-34.81,3.19,1.69,-1.89,82.32,31.11,-35.05,4.52,1.62,-1.89
1738018785.9179518,-111.88,54.44,-30.29,-6.23,3.06,-1.71,-58.6,5.59,-38.35,-3.22,0.4,-2.16,17.68,88.95,-31.51,1.12,4.95,-1.77,56.82,31.42,-34.56,3.3,1.76,-1.96,82.05,32.64,-34.81,4.68,1.69,-1.96
1738018787.444046,-111.66,54.87,-30.53,-6.46,3.17,-1.77,-60.0,5.1,-38.35,-3.34,0.41,-2.23,17.56,88.31,-31.27,1.15,5.12,-1.83,56.49,31.69,-34.69,3.41,1.82,-2.03,81.16,32.18,-34.81,4.83,1.76,-2.03
1738018788.9716237,-111.18,54.5,-30.53,-6.68,3.28,-1.83,-59.02,4.27,-38.23,-3.46,0.41,-2.31,17.74,89.13,-31.51,1.18,5.3,-1.89,56.4,31.33,-34.69,3.52,1.88,-2.1,81.28,32.67,-34.81,4.99,1.83,-2.1
1738018790.4966261,-111.69,55.54,-30.41,-6.9,3.4,-1.89,-60.46,6.84,-38.23,-3.59,0.42,-2.38,18.53,88.64,-31.51,1.21,5.48,-1.96,57.13,32.31,-34.44,3.63,1.95,-2.16,81.92,32.52,-34.93,5.15,1.9,-2.17
1738018792.0238492,-110.47,55.57,-30.53,-7.12,3.51,-1.95,-59.85,5.65,-38.35,-3.71,0.43,-2.46,19.76,88.98,-31.63,1.25,5.66,-2.02,57.31,32.52,-34.81,3.74,2.02,-2.23,81.98,32.49,-34.81,5.32,1.97,-2.24
1738018793.5464294,-109.13,56.12,-30.41,-7.34,3.62,-2.02,-57.34,5.5,-38.23,-3.82,0.44,-2.54,19.76,89.44,-31.27,1.29,5.84,-2.08,57.95,33.31,-34.56,3.86,2.09,-2.3,82.84,31.45,-34.56,5.48,2.03,-2.3
1738018795.074306,-111.97,55.45,-30.41,-7.56,3.73,-2.08,-57.98,8.73,-38.11,-3.94,0.46,-2.61,20.03,88.15,-31.39,1.33,6.01,-2.14,57.8,31.88,-34.56,3.97,2.15,-2.37,82.23,29.92,-34.69,5.64,2.09,-2.37
1738018796.6007144,-111.85,54.2,-30.41,-7.78,3.84,-2.14,-60.06,9.5,-38.11,-4.06,0.49,-2.69,20.03,87.15,-31.63,1.37,6.18,-2.21,58.41,32.18,-34.32,4.09,2.22,-2.44,82.84,29.19,-34.44,5.81,2.14,-2.44
1738018798.1269653,-111.51,54.81,-30.66,-8.01,3.95,-2.2,-57.28,9.71,-38.11,-4.18,0.51,-2.76,21.34,87.11,-31.51,1.42,6.36,-2.27,59.21,29.74,-34.44,4.21,2.27,-2.5,82.44,29.5,-34.69,5.97,2.2,-2.51
1738018799.6532102,-112.31,53.98,-30.29,-8.23,4.06,-2.26,-60.95,10.96,-38.23,-4.3,0.54,-2.84,18.26,86.26,-31.27,1.45,6.52,-2.33,57.04,28.55,-34.56,4.32,2.32,-2.57,80.15,30.9,-34.56,6.12,2.26,-2.58
1738018801.1799011,-113.1,53.56,-30.41,-8.46,4.16,-2.32,-59.63,11.05,-37.98,-4.42,0.57,-2.91,18.72,86.44,-31.51,1.49,6.69,-2.39,57.16,29.01,-34.32,4.43,2.37,-2.64,80.98,29.16,-34.69,6.28,2.32,-2.65
1738018802.7052817,-111.63,53.1,-30.41,-8.68,4.26,-2.38,-60.34,8.76,-38.35,-4.55,0.59,-2.99,18.41,85.53,-31.39,1.52,6.86,-2.45,57.28,29.22,-34.44,4.54,2.43,-2.71,81.01,29.62,-34.81,6.44,2.37,-2.71
1738018804.2327163,-111.3,53.74,-30.41,-8.9,4.37,-2.44,-58.93,10.99,-37.98,-4.67,0.62,-3.06,20.21,85.86,-31.76,1.56,7.02,-2.52,57.68,29.77,-34.44,4.65,2.49,-2.78,80.95,29.16,-34.56,6.6,2.43,-2.78
1738018805.7584481,-111.08,53.65,-30.53,-9.12,4.47,-2.5,-59.97,7.82,-38.11,-4.79,0.63,-3.14,17.5,87.97,-31.51,1.59,7.2,-2.58,56.55,29.8,-34.56,4.76,2.54,-2.84,80.4,30.41,-34.69,6.75,2.49,-2.85
1738018807.2818897,-110.93,54.87,-30.29,-9.34,4.58,-2.56,-59.91,10.26,-38.23,-4.91,0.66,-3.21,19.54,87.39,-31.63,1.63,7.37,-2.64,57.8,30.14,-34.32,4.88,2.6,-2.91,80.52,29.01,-34.69,6.91,2.54,-2.92
1738018808.8087616,-111.88,53.89,-30.41,-9.56,4.68,-2.62,-60.06,10.87,-37.98,-5.03,0.69,-3.29,19.24,85.59,-31.51,1.67,7.53,-2.71,57.86,29.44,-34.44,4.99,2.65,-2.98,80.85,28.61,-34.81,7.06,2.6,-2.99
1738018810.3353746,-109.5,54.44,-30.41,-9.78,4.79,-2.68,-58.05,4.89,-37.98,-5.14,0.69,-3.36,18.2,87.21,-31.39,1.7,7.7,-2.77,56.24,31.6,-34.44,5.1,2.72,-3.05,80.58,31.15,-34.56,7.22,2.66,-3.06
1738018811.8663325,-111.94,54.66,-30.41,-10.0,4.9,-2.74,-59.69,10.17,-38.11,-5.26,0.71,-3.44,19.94,84.92,-31.51,1.74,7.87,-2.83,57.98,30.35,-34.2,5.21,2.78,-3.11,81.8,30.53,-34.81,7.38,2.72,-3.13
1738018813.391121,-112.49,54.93,-30.53,-10.22,5.01,-2.8,-59.88,10.9,-38.11,-5.38,0.74,-3.51,20.27,86.87,-31.39,1.79,8.04,-2.89,58.38,30.99,-34.44,5.33,2.84,-3.18,82.81,30.87,-34.44,7.55,2.78,-3.19
1738018814.9185739,-110.93,57.01,-30.41,-10.44,5.13,-2.86,-56.09,8.15,-37.98,-5.49,0.76,-3.59,20.55,87.42,-31.51,1.83,8.21,-2.95,57.77,32.12,-34.44,5.44,2.9,-3.25,82.78,29.59,-34.56,7.71,2.84,-3.26
1738018816.4448519,-110.75,55.94,-30.41,-10.66,5.24,-2.92,-55.88,8.0,-37.98,-5.6,0.77,-3.66,20.03,88.03,-31.63,1.87,8.38,-3.02,57.53,33.07,-34.44,5.55,2.97,-3.32,83.6,31.08,-34.56,7.88,2.9,-3.33
1738018817.9743624,-111.11,54.56,-30.53,-10.88,5.35,-2.98,-58.47,6.53,-38.11,-5.71,0.78,-3.74,19.45,88.09,-31.51,1.91,8.56,-3.08,57.19,31.45,-34.2,5.67,3.04,-3.38,81.34,32.24,-34.69,8.04,2.97,-3.4
1738018819.4992254,-111.66,55.18,-30.53,-11.1,5.46,-3.04,-58.41,3.39,-38.23,-5.83,0.78,-3.81,19.11,88.95,-31.76,1.94,8.74,-3.14,55.79,32.67,-34.2,5.77,3.1,-3.45,80.79,32.4,-34.81,8.19,3.04,-3.46
1738018821.025764,-111.33,53.71,-30.53,-11.32,5.56,-3.1,-61.47,4.67,-38.11,-5.95,0.78,-3.89,16.95,87.69,-31.76,1.97,8.91,-3.2,55.51,30.72,-34.32,5.88,3.16,-3.52,81.04,32.27,-34.32,8.35,3.11,-3.53
1738018822.5532699,-110.72,55.48,-30.29,-11.53,5.67,-3.16,-59.39,5.62,-38.23,-6.07,0.79,-3.96,16.82,88.76,-31.27,2.0,9.09,-3.27,54.78,32.03,-33.95,5.98,3.23,-3.58,80.27,32.52,-34.44,8.5,3.17,-3.6
1738018824.0803907,-109.56,57.37,-30.53,-11.74,5.79,-3.22,-56.85,1.5,-38.11,-6.18,0.78,-4.04,17.68,91.79,-31.51,2.03,9.27,-3.33,54.72,34.81,-34.2,6.08,3.3,-3.65,81.92,33.8,-34.32,8.66,3.25,-3.67
1738018825.6072793,-109.89,55.88,-30.17,-11.96,5.9,-3.28,-58.47,-1.01,-38.11,-6.29,0.76,-4.11,15.69,90.9,-31.27,2.06,9.46,-3.39,53.13,33.47,-34.32,6.17,3.37,-3.71,80.58,34.87,-34.56,8.82,3.32,-3.73
