Timestamp,RateRoll1,RatePitch1,RateYaw1,KalmanRoll1,KalmanPitch1,KalmanYaw1,RateRoll2,RatePitch2,RateYaw2,KalmanRoll2,KalmanPitch2,KalmanYaw2,RateRoll3,RatePitch3,RateYaw3,KalmanRoll3,KalmanPitch3,KalmanYaw3,RateRoll4,RatePitch4,RateYaw4,KalmanRoll4,KalmanPitch4,KalmanYaw4,RateRoll5,RatePitch5,RateYaw5,KalmanRoll5,KalmanPitch5,KalmanYaw5
1738017573.797018,-99.54,-40.98,-34.08,-0.28,-0.11,-0.09,-25.37,41.47,-42.75,-0.07,0.11,-0.12,38.41,-26.23,-36.03,0.11,-0.07,-0.1,62.93,-55.39,-38.84,0.17,-0.15,-0.11,67.85,-9.83,-38.96,0.19,-0.03,-0.11
1738017575.3294015,-95.79,-42.2,-33.95,-0.5,-0.22,-0.18,-26.99,45.83,-42.87,-0.14,0.23,-0.22,39.54,-19.69,-35.91,0.2,-0.12,-0.19,62.32,-47.05,-38.72,0.32,-0.26,-0.2,72.55,-7.3,-38.96,0.37,-0.04,-0.2
1738017576.8546448,-0.01,-0.01,-0.01,-0.41,-0.17,-0.14,-25.25,50.66,-42.63,-0.19,0.35,-0.32,40.34,-14.9,-36.15,0.29,-0.14,-0.27,62.47,-43.08,-38.6,0.46,-0.35,-0.29,75.05,-7.24,-39.21,0.54,-0.06,-0.29
1738017578.3826957,-0.01,-0.01,-0.01,-0.34,-0.15,-0.12,-22.47,51.48,-42.63,-0.24,0.47,-0.41,44.0,-16.0,-36.15,0.4,-0.17,-0.35,66.29,-42.47,-38.96,0.61,-0.44,-0.37,77.31,-9.56,-38.84,0.71,-0.08,-0.37
1738017579.9141436,-92.49,-38.87,-33.83,-0.61,-0.26,-0.22,-27.82,47.54,-42.63,-0.3,0.57,-0.5,38.69,-18.53,-36.27,0.47,-0.21,-0.42,62.23,-46.9,-38.6,0.74,-0.54,-0.45,73.83,-6.96,-38.84,0.87,-0.09,-0.46
1738017581.4414463,-0.01,-0.01,-0.01,-0.54,-0.23,-0.19,-44.31,57.77,-42.75,-0.42,0.7,-0.59,22.29,1.74,-36.03,0.49,-0.18,-0.5,41.86,-32.64,-39.08,0.8,-0.59,-0.54,75.05,21.07,-38.6,1.03,-0.01,-0.54
1738017582.9681568,-74.17,-45.68,-33.59,-0.75,-0.37,-0.29,-50.47,62.66,-42.5,-0.55,0.85,-0.68,20.12,8.79,-36.15,0.51,-0.13,-0.57,38.5,-25.65,-38.84,0.85,-0.62,-0.62,80.06,24.89,-38.96,1.2,0.08,-0.62
1738017584.5023792,-69.44,-32.7,-33.59,-0.92,-0.45,-0.38,-41.86,69.31,-42.38,-0.65,1.02,-0.76,29.59,15.36,-35.91,0.57,-0.06,-0.65,44.49,-15.11,-38.84,0.93,-0.61,-0.7,86.75,22.5,-38.84,1.4,0.15,-0.7
1738017586.0292237,-66.75,-36.55,-33.34,-1.08,-0.54,-0.47,-46.29,68.52,-42.63,-0.76,1.17,-0.85,25.16,13.8,-36.03,0.61,-0.01,-0.72,42.47,-18.63,-38.6,1.0,-0.62,-0.78,84.79,24.55,-38.84,1.58,0.23,-0.78
1738017587.5589468,-68.55,-36.67,-33.1,-1.25,-0.63,-0.56,-45.74,66.99,-42.63,-0.87,1.32,-0.94,25.53,14.5,-35.54,0.65,0.05,-0.79,42.53,-18.32,-38.72,1.07,-0.64,-0.85,84.76,24.98,-38.6,1.76,0.3,-0.86
1738017589.091405,-67.05,-36.67,-33.22,-1.4,-0.72,-0.64,-46.66,66.84,-42.63,-0.97,1.47,-1.03,26.47,13.89,-35.54,0.7,0.1,-0.86,42.75,-18.35,-38.47,1.15,-0.66,-0.93,86.32,23.94,-38.6,1.95,0.37,-0.93
1738017590.6195607,-68.49,-38.87,-33.34,-1.56,-0.81,-0.72,-47.27,68.24,-42.63,-1.08,1.62,-1.11,25.19,14.84,-35.54,0.75,0.14,-0.94,42.38,-16.95,-38.47,1.23,-0.68,-1.01,85.59,26.05,-38.96,2.13,0.44,-1.01
1738017592.1491618,-66.87,-38.08,-33.1,-1.71,-0.9,-0.79,-47.39,68.06,-42.63,-1.19,1.77,-1.2,25.25,15.21,-35.54,0.79,0.19,-1.01,41.95,-16.89,-38.72,1.3,-0.7,-1.09,85.8,26.08,-38.47,2.31,0.51,-1.09
1738017593.6794446,-67.85,-37.68,-33.22,-1.85,-0.99,-0.87,-46.99,68.06,-42.75,-1.29,1.92,-1.28,25.01,15.6,-35.54,0.84,0.24,-1.08,42.63,-16.98,-38.35,1.38,-0.72,-1.16,84.76,25.28,-38.72,2.49,0.57,-1.17
1738017595.2091613,-68.55,-38.5,-32.98,-2.01,-1.08,-0.94,-45.92,68.76,-42.5,-1.39,2.06,-1.37,26.66,14.32,-35.54,0.89,0.28,-1.15,43.82,-16.85,-38.35,1.47,-0.74,-1.24,86.44,23.02,-38.47,2.67,0.63,-1.25
1738017596.7389243,-68.4,-36.79,-33.1,-2.15,-1.16,-1.01,-45.28,66.72,-42.75,-1.48,2.2,-1.46,27.63,14.41,-35.3,0.94,0.32,-1.22,44.34,-17.92,-38.23,1.56,-0.77,-1.32,87.15,23.69,-38.47,2.85,0.68,-1.32
1738017598.26782,-65.07,-37.16,-32.73,-2.29,-1.24,-1.09,-48.0,68.61,-42.26,-1.59,2.35,-1.54,23.54,19.33,-35.3,0.98,0.37,-1.29,39.97,-13.31,-38.47,1.63,-0.78,-1.4,87.21,28.24,-38.35,3.03,0.75,-1.4
1738017599.798309,-65.5,-36.95,-32.98,-2.42,-1.32,-1.16,-46.78,68.34,-42.38,-1.69,2.49,-1.63,25.1,17.68,-35.3,1.03,0.42,-1.36,42.44,-14.53,-38.23,1.71,-0.79,-1.47,87.51,26.96,-38.6,3.22,0.82,-1.48
1738017601.3299992,-66.35,-38.99,-32.98,-2.56,-1.4,-1.23,-47.45,67.76,-42.5,-1.79,2.63,-1.71,25.56,17.65,-35.3,1.08,0.47,-1.43,42.17,-14.69,-38.23,1.79,-0.81,-1.55,87.15,27.76,-38.23,3.4,0.88,-1.55
1738017602.8574178,-67.88,-37.22,-32.73,-2.71,-1.48,-1.3,-46.02,66.81,-42.38,-1.88,2.77,-1.8,26.6,15.91,-35.05,1.13,0.51,-1.5,43.51,-16.27,-38.23,1.87,-0.84,-1.62,87.79,25.04,-38.6,3.58,0.94,-1.63
1738017604.3874564,-66.08,-35.27,-32.85,-2.84,-1.55,-1.37,-43.69,66.96,-42.5,-1.97,2.9,-1.88,26.69,18.81,-35.18,1.19,0.56,-1.57,42.23,-14.2,-38.23,1.95,-0.85,-1.7,87.05,26.5,-38.6,3.76,1.0,-1.71
1738017605.9176774,-69.98,-33.65,-32.85,-2.99,-1.62,-1.44,-44.18,67.66,-42.26,-2.06,3.04,-1.96,29.19,16.82,-34.93,1.25,0.6,-1.64,46.2,-15.3,-38.23,2.05,-0.88,-1.78,88.82,23.18,-38.35,3.94,1.05,-1.78
1738017607.448225,-69.1,-37.31,-32.85,-3.14,-1.7,-1.51,-45.5,67.08,-42.02,-2.15,3.18,-2.05,26.72,16.15,-35.18,1.3,0.64,-1.71,43.85,-16.09,-38.35,2.14,-0.9,-1.85,88.15,24.31,-38.47,4.12,1.1,-1.86
1738017608.9773605,-68.73,-39.18,-32.61,-3.28,-1.78,-1.57,-47.15,66.11,-42.63,-2.25,3.31,-2.13,24.92,15.88,-34.93,1.35,0.68,-1.78,41.8,-17.01,-38.35,2.21,-0.94,-1.93,86.26,25.59,-38.35,4.3,1.16,-1.94
1738017610.5088825,-68.09,-37.95,-32.49,-3.42,-1.86,-1.64,-47.11,66.72,-42.26,-2.35,3.45,-2.22,25.37,16.0,-34.93,1.4,0.71,-1.85,43.02,-15.08,-38.11,2.3,-0.96,-2.0,87.6,26.44,-38.35,4.48,1.22,-2.01
1738017612.0376434,-67.39,-39.02,-32.49,-3.56,-1.95,-1.71,-47.39,65.4,-42.5,-2.45,3.58,-2.3,24.64,15.42,-34.81,1.44,0.75,-1.91,41.98,-15.51,-38.11,2.38,-0.98,-2.08,86.2,26.2,-38.23,4.65,1.27,-2.09
1738017613.5661197,-67.69,-39.45,-32.49,-3.7,-2.03,-1.77,-46.66,64.64,-42.14,-2.54,3.7,-2.39,24.12,14.84,-34.81,1.48,0.78,-1.98,42.05,-17.16,-38.35,2.46,-1.02,-2.16,86.81,25.37,-38.35,4.82,1.33,-2.16
1738017615.0992243,-70.08,-38.38,-32.73,-3.85,-2.11,-1.84,-45.19,63.73,-42.14,-2.63,3.83,-2.47,26.81,14.17,-34.44,1.54,0.81,-2.05,44.7,-17.98,-38.23,2.55,-1.05,-2.23,87.69,24.58,-38.11,5.0,1.38,-2.24
1738017616.626021,-70.02,-40.18,-32.61,-3.99,-2.2,-1.91,-46.78,63.69,-42.02,-2.73,3.95,-2.55,24.76,13.34,-34.56,1.58,0.83,-2.12,42.87,-18.99,-37.86,2.63,-1.09,-2.31,86.26,25.25,-38.23,5.17,1.43,-2.31
1738017618.1559002,-69.44,-39.45,-32.49,-4.14,-2.28,-1.97,-46.9,62.72,-42.14,-2.82,4.07,-2.64,25.47,14.14,-34.69,1.63,0.86,-2.19,43.15,-17.98,-37.62,2.72,-1.13,-2.38,86.35,25.95,-38.11,5.35,1.49,-2.39
1738017619.6901693,-68.06,-41.5,-32.37,-4.28,-2.38,-2.04,-48.46,62.6,-42.14,-2.93,4.19,-2.72,22.69,12.98,-34.44,1.67,0.89,-2.25,41.07,-17.31,-37.86,2.8,-1.16,-2.45,84.58,26.6,-37.98,5.51,1.55,-2.46
1738017621.2179604,-70.11,-40.4,-32.24,-4.42,-2.46,-2.11,-48.21,61.4,-42.38,-3.03,4.3,-2.8,24.43,13.22,-34.32,1.72,0.91,-2.32,42.56,-18.23,-37.74,2.88,-1.2,-2.53,85.16,25.47,-38.11,5.68,1.6,-2.54
1738017622.7458198,-71.39,-38.72,-32.37,-4.57,-2.54,-2.17,-44.98,64.7,-42.26,-3.12,4.43,-2.89,27.42,13.5,-34.44,1.78,0.94,-2.39,43.3,-19.27,-37.98,2.96,-1.24,-2.6,86.11,25.98,-38.11,5.85,1.65,-2.62
1738017624.274841,-57.59,-44.0,-32.37,-4.67,-2.64,-2.24,-57.92,66.38,-42.14,-3.25,4.56,-2.97,14.5,22.44,-34.32,1.78,1.0,-2.45,29.86,-9.74,-37.62,3.0,-1.24,-2.68,86.38,39.45,-37.86,6.02,1.76,-2.69
1738017625.8059876,-67.69,-35.33,-32.24,-4.81,-2.71,-2.3,-46.44,67.66,-42.02,-3.35,4.7,-3.05,25.01,18.23,-34.44,1.83,1.04,-2.52,40.95,-12.43,-37.74,3.07,-1.26,-2.75,90.35,27.76,-38.11,6.21,1.82,-2.76
1738017627.3328018,-54.93,-55.33,-32.37,-4.89,-2.85,-2.37,-65.07,54.81,-42.14,-3.51,4.79,-3.14,3.42,15.6,-34.2,1.8,1.07,-2.59,21.62,-18.9,-37.86,3.08,-1.3,-2.83,75.11,42.35,-38.11,6.34,1.94,-2.84
1738017628.8645363,-59.45,-40.03,-32.37,-5.0,-2.93,-2.43,-51.69,61.71,-42.14,-3.62,4.91,-3.22,18.02,19.97,-34.08,1.82,1.12,-2.65,33.65,-12.31,-37.62,3.13,-1.31,-2.9,84.52,33.07,-37.98,6.51,2.02,-2.91
1738017630.3937113,-72.24,-33.77,-32.0,-5.15,-2.99,-2.49,-43.45,66.05,-42.14,-3.7,5.04,-3.3,29.13,13.34,-34.32,1.89,1.15,-2.72,46.6,-16.24,-37.74,3.23,-1.34,-2.97,90.11,21.5,-37.98,6.69,2.05,-2.99
1738017631.9197955,-41.19,-53.13,-32.24,-5.19,-3.12,-2.56,-77.59,63.33,-41.89,-3.91,5.17,-3.38,-4.4,30.35,-33.95,1.82,1.24,-2.79,9.89,-9.83,-37.25,3.19,-1.35,-3.05,74.53,56.58,-37.86,6.82,2.22,-3.06
1738017633.4504576,-59.15,-39.57,-32.0,-5.29,-3.2,-2.62,-54.56,66.14,-42.02,-4.03,5.3,-3.47,17.86,21.56,-33.71,1.85,1.29,-2.85,33.53,-10.9,-37.74,3.25,-1.36,-3.12,87.08,36.31,-37.98,7.0,2.31,-3.14
1738017634.980078,-63.91,-42.35,-31.88,-5.42,-3.29,-2.68,-51.76,64.52,-42.02,-4.14,5.43,-3.55,20.55,18.29,-34.2,1.89,1.33,-2.92,36.98,-12.61,-37.74,3.31,-1.37,-3.19,87.66,32.34,-37.98,7.17,2.38,-3.21
1738017636.5086644,-50.6,-54.41,-32.24,-5.49,-3.43,-2.75,-69.37,58.72,-41.89,-4.31,5.53,-3.63,1.31,21.13,-33.95,1.85,1.39,-2.98,19.42,-16.06,-37.5,3.31,-1.4,-3.27,77.68,47.85,-37.74,7.31,2.51,-3.29
1738017638.0398772,-59.6,-37.56,-32.12,-5.6,-3.5,-2.81,-50.47,68.52,-41.89,-4.41,5.68,-3.71,21.04,24.27,-33.71,1.89,1.45,-3.05,35.85,-8.18,-37.74,3.38,-1.41,-3.34,89.8,34.35,-37.74,7.5,2.59,-3.36
1738017639.568584,-51.66,-48.0,-32.0,-5.68,-3.61,-2.88,-62.84,64.27,-42.02,-4.56,5.8,-3.8,8.79,24.64,-33.83,1.88,1.51,-3.11,23.82,-10.44,-37.5,3.4,-1.42,-3.41,82.81,44.7,-37.98,7.66,2.71,-3.43
1738017641.0972986,-55.48,-42.41,-32.0,-5.77,-3.7,-2.94,-58.78,66.56,-41.77,-4.69,5.94,-3.88,13.31,23.15,-33.59,1.89,1.57,-3.18,29.8,-9.92,-37.5,3.44,-1.42,-3.49,86.17,38.56,-37.86,7.83,2.8,-3.51
1738017642.624597,-60.92,-42.66,-32.0,-5.89,-3.79,-3.0,-54.78,66.02,-41.89,-4.81,6.07,-3.96,18.14,22.02,-33.71,1.92,1.62,-3.24,35.57,-10.69,-37.5,3.51,-1.44,-3.56,87.48,35.02,-37.86,8.01,2.88,-3.58
1738017644.1556172,-62.35,-40.06,-32.24,-6.01,-3.87,-3.07,-52.89,65.44,-41.77,-4.92,6.2,-4.04,18.78,19.91,-33.71,1.96,1.67,-3.31,36.21,-10.44,-37.25,3.58,-1.45,-3.63,87.15,34.08,-37.74,8.18,2.95,-3.66
1738017645.687062,-65.47,-40.24,-32.0,-6.15,-3.95,-3.13,-51.57,65.86,-41.77,-5.02,6.33,-4.12,22.17,19.51,-33.59,2.0,1.71,-3.37,39.66,-13.92,-37.37,3.66,-1.47,-3.7,89.1,29.44,-37.62,8.36,3.01,-3.73
1738017647.214646,-56.15,-46.2,-31.88,-6.24,-4.05,-3.19,-61.07,61.19,-41.77,-5.16,6.45,-4.2,11.11,20.7,-33.47,2.01,1.76,-3.43,29.59,-13.98,-37.25,3.7,-1.5,-3.78,82.9,38.5,-37.62,8.52,3.1,-3.8
1738017648.7445576,-70.26,-34.56,-31.63,-6.4,-4.1,-3.25,-42.35,65.74,-41.65,-5.22,6.58,-4.28,27.85,16.52,-33.47,2.08,1.79,-3.5,44.12,-13.1,-37.25,3.8,-1.52,-3.85,89.68,23.88,-37.62,8.71,3.13,-3.87
1738017650.2727282,-56.27,-55.6,-31.88,-6.49,-4.24,-3.32,-65.13,56.18,-41.89,-5.38,6.67,-4.37,5.65,16.12,-33.34,2.06,1.82,-3.56,23.48,-19.69,-37.25,3.82,-1.57,-3.92,77.5,43.08,-37.74,8.84,3.24,-3.95
1738017651.8029454,-65.59,-40.82,-32.12,-6.63,-4.32,-3.38,-50.14,65.5,-41.77,-5.47,6.8,-4.45,21.56,19.79,-33.22,2.11,1.86,-3.62,36.76,-11.45,-37.13,3.89,-1.58,-3.99,86.69,30.72,-37.74,9.01,3.3,-4.02
1738017653.3319106,-63.73,-43.57,-31.76,-6.76,-4.41,-3.44,-54.41,62.78,-41.65,-5.58,6.92,-4.53,18.02,15.97,-33.47,2.14,1.89,-3.69,35.66,-16.98,-37.13,3.96,-1.62,-4.06,86.05,32.58,-37.5,9.18,3.37,-4.09
1738017654.862153,-64.49,-40.4,-31.76,-6.89,-4.49,-3.5,-50.32,63.42,-41.53,-5.68,7.04,-4.61,19.82,17.28,-33.22,2.18,1.92,-3.75,37.01,-15.57,-37.01,4.03,-1.65,-4.13,85.44,28.89,-37.5,9.35,3.42,-4.17
1738017656.3913453,-74.29,-23.73,-31.88,-7.05,-4.5,-3.56,-33.13,71.11,-41.53,-5.71,7.2,-4.69,38.78,19.66,-33.47,2.29,1.96,-3.82,53.37,-8.64,-37.13,4.17,-1.65,-4.21,96.43,16.18,-37.5,9.56,3.42,-4.24
1738017657.9213734,-65.04,-37.13,-31.63,-7.18,-4.57,-3.63,-48.58,65.77,-41.65,-5.8,7.33,-4.77,23.18,19.88,-33.22,2.34,2.01,-3.88,39.57,-11.21,-36.76,4.25,-1.67,-4.28,89.13,29.37,-37.74,9.74,3.47,-4.31
1738017659.4510586,-63.94,-45.83,-31.76,-7.31,-4.67,-3.69,-55.94,61.83,-41.65,-5.92,7.44,-4.85,15.33,17.13,-33.1,2.36,2.04,-3.94,33.25,-17.89,-36.76,4.31,-1.71,-4.35,83.6,32.85,-37.74,9.9,3.54,-4.38
1738017660.98236,-72.7,-28.43,-31.51,-7.47,-4.7,-3.75,-37.53,67.27,-41.4,-5.96,7.58,-4.93,33.92,17.8,-33.1,2.45,2.08,-4.0,48.89,-10.17,-37.01,4.43,-1.72,-4.42,93.37,18.96,-37.62,10.1,3.56,-4.46
1738017662.5133379,-74.23,-35.54,-31.76,-7.64,-4.76,-3.81,-41.4,63.6,-41.65,-6.02,7.7,-5.01,30.2,13.92,-32.98,2.53,2.1,-4.07,47.57,-14.69,-37.01,4.54,-1.75,-4.49,90.78,20.09,-37.37,10.29,3.58,-4.53
1738017664.0427585,-58.32,-56.98,-31.63,-7.74,-4.91,-3.87,-64.95,58.53,-41.28,-6.18,7.8,-5.09,5.71,18.5,-32.98,2.51,2.13,-4.13,22.66,-16.55,-36.76,4.55,-1.79,-4.56,76.98,43.82,-37.62,10.42,3.69,-4.6
1738017665.5755572,-70.26,-36.43,-31.27,-7.89,-4.97,-3.93,-45.25,64.7,-41.4,-6.26,7.93,-5.17,26.87,16.61,-32.85,2.57,2.16,-4.19,43.45,-14.2,-36.89,4.65,-1.81,-4.63,89.31,24.15,-37.5,10.6,3.72,-4.67
1738017667.1049852,-83.82,-25.31,-31.39,-8.09,-4.99,-3.99,-28.31,64.0,-41.4,-6.27,8.05,-5.25,41.83,9.92,-32.73,2.7,2.17,-4.25,58.69,-15.27,-36.64,4.8,-1.84,-4.7,94.41,7.51,-37.25,10.8,3.69,-4.74
1738017668.635236,-72.4,-40.92,-31.39,-8.25,-5.07,-4.05,-48.52,55.69,-41.4,-6.36,8.14,-5.33,25.19,5.68,-32.98,2.75,2.16,-4.31,42.44,-26.23,-36.64,4.9,-1.92,-4.77,83.15,15.66,-37.13,10.95,3.7,-4.82
1738017670.1669064,-59.39,-49.62,-31.51,-8.35,-5.19,-4.11,-62.14,58.41,-41.4,-6.5,8.25,-5.41,8.43,18.26,-32.98,2.74,2.19,-4.37,27.39,-15.85,-36.76,4.93,-1.95,-4.84,80.18,40.0,-37.62,11.1,3.79,-4.89
1738017671.6975632,-70.35,-33.83,-31.51,-8.5,-5.24,-4.17,-43.48,63.79,-41.16,-6.57,8.37,-5.49,28.76,16.0,-32.85,2.81,2.22,-4.44,45.4,-13.25,-36.64,5.03,-1.97,-4.91,90.35,23.3,-37.01,11.28,3.83,-4.96
1738017673.2250426,-71.42,-35.54,-31.39,-8.65,-5.3,-4.23,-44.0,65.47,-41.28,-6.65,8.5,-5.56,29.4,16.55,-32.73,2.89,2.25,-4.5,46.26,-12.46,-36.52,5.13,-1.99,-4.98,91.85,23.76,-37.37,11.47,3.86,-5.03
1738017674.7549784,-67.15,-30.87,-31.51,-8.78,-5.34,-4.29,-43.08,67.39,-41.28,-6.72,8.64,-5.64,28.98,21.37,-32.24,2.96,2.3,-4.56,44.61,-7.54,-36.52,5.23,-1.99,-5.04,92.73,25.83,-37.01,11.66,3.91,-5.1
1738017676.2857978,-67.88,-32.4,-31.15,-8.92,-5.39,-4.35,-45.71,67.63,-41.4,-6.8,8.78,-5.72,26.11,20.31,-32.61,3.02,2.35,-4.62,43.02,-9.47,-36.52,5.32,-2.0,-5.11,91.85,26.26,-37.13,11.85,3.95,-5.17
1738017677.8177085,-68.49,-31.94,-31.27,-9.06,-5.44,-4.41,-43.73,67.02,-41.53,-6.87,8.91,-5.8,28.06,20.06,-32.37,3.08,2.39,-4.68,44.85,-9.22,-36.52,5.42,-2.01,-5.18,91.94,24.27,-37.13,12.04,3.99,-5.24
1738017679.347632,-61.68,-36.24,-31.39,-9.17,-5.5,-4.47,-51.54,70.23,-41.53,-6.97,9.06,-5.88,20.61,25.65,-32.37,3.12,2.46,-4.74,36.52,-4.52,-36.64,5.49,-1.99,-5.25,90.11,34.02,-37.25,12.22,4.07,-5.31
1738017680.8785055,-63.6,-36.27,-31.15,-9.29,-5.56,-4.53,-50.53,67.08,-41.16,-7.07,9.19,-5.96,22.44,24.49,-32.12,3.16,2.52,-4.8,38.38,-7.97,-36.52,5.56,-2.0,-5.32,90.66,30.66,-37.25,12.4,4.13,-5.38
1738017682.41166,-62.05,-32.52,-31.15,-9.4,-5.61,-4.59,-48.89,70.75,-41.28,-7.16,9.34,-6.04,24.55,27.48,-32.24,3.22,2.59,-4.85,40.31,-4.24,-36.4,5.64,-1.99,-5.39,93.13,32.31,-37.01,12.59,4.2,-5.45
1738017683.9398918,-63.05,-34.26,-31.15,-9.52,-5.67,-4.65,-50.2,69.62,-41.28,-7.26,9.49,-6.12,22.56,26.05,-32.37,3.26,2.66,-4.91,38.53,-6.08,-36.27,5.71,-1.98,-5.46,92.21,32.21,-36.89,12.78,4.27,-5.52
1738017685.471489,-60.67,-29.95,-31.02,-9.63,-5.71,-4.7,-47.18,69.1,-41.28,-7.35,9.63,-6.19,24.92,27.36,-32.49,3.31,2.73,-4.97,39.76,-2.84,-36.4,5.79,-1.97,-5.52,92.55,30.99,-36.89,12.97,4.33,-5.59
1738017687.003036,-62.44,-34.78,-31.15,-9.74,-5.77,-4.76,-49.92,69.77,-41.04,-7.44,9.77,-6.27,22.66,24.98,-32.12,3.36,2.79,-5.03,38.47,-4.37,-36.03,5.86,-1.96,-5.59,91.36,33.01,-37.13,13.15,4.4,-5.66
1738017688.5330915,-62.44,-32.82,-31.15,-9.86,-5.82,-4.82,-48.18,69.01,-41.16,-7.53,9.91,-6.35,23.3,25.59,-32.37,3.4,2.86,-5.09,38.56,-5.16,-36.27,5.94,-1.95,-5.66,90.87,32.0,-37.25,13.34,4.47,-5.73
1738017690.0647469,-63.3,-35.45,-31.15,-9.98,-5.88,-4.88,-50.93,68.34,-41.16,-7.63,10.05,-6.43,21.5,23.24,-32.24,3.44,2.91,-5.15,37.74,-6.05,-36.27,6.01,-1.95,-5.73,91.66,33.44,-37.01,13.52,4.54,-5.8
1738017691.600118,-61.65,-34.75,-31.02,-10.09,-5.94,-4.94,-49.28,68.03,-41.04,-7.73,10.19,-6.5,21.89,25.71,-32.0,3.48,2.97,-5.21,38.78,-5.13,-35.91,6.08,-1.94,-5.79,91.45,32.0,-37.01,13.7,4.61,-5.87
1738017693.1310184,-62.81,-36.06,-31.15,-10.21,-6.01,-5.0,-52.24,67.91,-41.28,-7.83,10.32,-6.58,21.19,25.04,-32.12,3.52,3.03,-5.27,36.7,-7.48,-36.03,6.15,-1.95,-5.86,91.36,33.13,-36.76,13.88,4.68,-5.94
1738017694.6636603,-62.84,-35.51,-31.15,-10.32,-6.07,-5.05,-52.43,66.93,-41.16,-7.94,10.45,-6.66,20.67,24.4,-31.76,3.56,3.09,-5.33,36.0,-8.34,-36.15,6.21,-1.95,-5.93,89.22,34.41,-37.01,14.06,4.75,-6.01
1738017696.2003136,-61.4,-38.66,-30.9,-10.43,-6.15,-5.11,-54.53,66.66,-41.16,-8.05,10.58,-6.74,18.66,23.36,-31.76,3.59,3.14,-5.38,34.63,-8.85,-36.03,6.27,-1.96,-5.99,87.82,34.2,-36.76,14.22,4.83,-6.08
1738017697.7302184,-60.52,-38.05,-30.9,-10.54,-6.22,-5.17,-55.48,65.22,-40.92,-8.17,10.7,-6.81,17.68,23.82,-31.76,3.61,3.2,-5.44,33.47,-8.37,-36.4,6.32,-1.97,-6.06,88.27,35.82,-36.76,14.39,4.91,-6.14
1738017699.264244,-62.93,-37.62,-30.9,-10.66,-6.29,-5.23,-53.5,69.16,-41.04,-8.28,10.84,-6.89,20.82,23.91,-32.0,3.65,3.25,-5.5,36.15,-6.99,-36.03,6.38,-1.98,-6.13,90.78,33.83,-37.01,14.57,4.98,-6.21
1738017700.796429,-63.05,-35.63,-30.66,-10.77,-6.35,-5.28,-51.21,69.01,-41.16,-8.38,10.98,-6.97,21.62,25.8,-32.0,3.69,3.31,-5.56,37.25,-5.74,-36.15,6.45,-1.97,-6.19,91.24,33.5,-36.89,14.75,5.05,-6.28
1738017702.3298619,-64.27,-38.32,-31.27,-10.89,-6.43,-5.34,-55.21,65.65,-41.04,-8.49,11.11,-7.04,19.94,23.6,-31.76,3.72,3.37,-5.62,35.85,-9.47,-36.15,6.51,-1.99,-6.26,89.34,34.38,-36.89,14.92,5.12,-6.35
1738017703.8635335,-63.05,-37.04,-30.78,-11.01,-6.49,-5.4,-52.98,67.69,-41.16,-8.6,11.24,-7.12,19.27,24.4,-31.76,3.75,3.42,-5.67,36.03,-6.9,-35.66,6.58,-1.99,-6.33,88.55,33.59,-36.89,15.09,5.19,-6.42
1738017705.3948767,-62.9,-36.7,-30.66,-11.13,-6.56,-5.45,-53.65,66.69,-40.92,-8.71,11.37,-7.2,18.72,22.66,-31.63,3.78,3.47,-5.73,34.38,-9.31,-36.15,6.63,-2.0,-6.39,88.49,34.29,-36.89,15.26,5.27,-6.49
1738017706.9294724,-63.21,-36.34,-30.78,-11.25,-6.63,-5.51,-54.05,66.75,-41.04,-8.82,11.5,-7.27,18.9,25.34,-31.76,3.81,3.53,-5.79,35.21,-6.69,-35.79,6.69,-2.01,-6.46,88.4,34.26,-36.89,15.43,5.34,-6.56
1738017708.4605124,-61.62,-38.72,-30.66,-11.36,-6.7,-5.57,-54.9,65.4,-40.92,-8.93,11.62,-7.35,17.56,23.97,-31.63,3.84,3.58,-5.84,33.92,-8.82,-35.66,6.75,-2.02,-6.52,88.0,34.69,-36.76,15.59,5.41,-6.63
1738017709.9965873,-62.69,-38.84,-30.78,-11.47,-6.78,-5.62,-54.08,65.71,-41.04,-9.04,11.74,-7.43,18.56,22.93,-31.76,3.86,3.63,-5.9,34.93,-9.4,-35.54,6.81,-2.03,-6.59,89.4,35.18,-37.01,15.76,5.49,-6.69
1738017711.5282054,-61.74,-37.92,-30.66,-11.58,-6.85,-5.68,-54.26,65.62,-40.92,-9.15,11.87,-7.5,18.5,24.31,-31.39,3.89,3.69,-5.96,34.11,-8.27,-35.79,6.86,-2.04,-6.65,89.44,35.73,-36.76,15.94,5.57,-6.76
1738017713.0594363,-61.07,-39.08,-30.78,-11.69,-6.92,-5.74,-55.33,65.19,-40.92,-9.27,11.99,-7.58,16.4,23.57,-31.76,3.91,3.74,-6.01,32.61,-8.52,-35.66,6.91,-2.05,-6.72,86.93,35.76,-36.64,16.1,5.64,-6.83
1738017714.5921245,-62.2,-40.12,-30.66,-11.8,-7.0,-5.79,-55.33,65.53,-40.92,-9.38,12.11,-7.65,17.25,21.98,-31.63,3.94,3.78,-6.07,33.86,-7.97,-35.54,6.97,-2.06,-6.78,87.91,35.6,-36.76,16.26,5.72,-6.9
