time,pitch,roll,label
1736850160,13,13,5
1736850160,15,4,5
1736850160,13,5,5
1736850160,14,8,5
1736850160,14,9,5
1736850161,17,7,5
1736850161,17,17,5
1736850161,16,17,5
1736850161,16,9,5
1736850161,18,10,5
1736850162,17,10,5
1736850162,15,7,5
1736850162,15,7,5
1736850162,13,16,5
1736850162,14,10,5
1736850163,12,7,5
1736850163,12,6,5
1736850163,13,5,5
1736850163,12,7,5
1736850163,12,8,5
1736850164,13,6,5
1736850164,14,2,5
1736850164,13,3,5
1736850164,11,6,5
1736850164,9,6,5
1736850165,11,6,5
1736850165,9,2,5
1736850165,9,7,5
1736850165,8,8,5
1736850166,9,8,5
1736850166,9,8,5
1736850166,9,8,5
1736850178,-2,-3,5
1736850178,-2,-3,5
1736850178,-2,-3,5
1736850178,-2,-3,5
1736850178,-2,-3,5
1736850179,-2,-3,5
1736850179,-2,-3,5
1736850179,-2,-3,5
1736850179,-2,-3,5
1736850179,-2,-3,5
1736850180,-2,-3,5
1736850180,-2,-3,5
1736850180,-2,-3,5
1736850180,-2,-3,5
1736850180,-2,-3,5
1736850181,-2,-3,5
1736850181,-2,-3,5
1736850181,-2,-3,5
1736850181,-2,-3,5
1736850181,-2,-3,5
1736850182,-2,-3,5
1736850182,-2,-3,5
1736850182,-2,-3,5
1736850182,-2,-3,5
1736850182,-2,-3,5
1736850183,-2,-3,5
1736850183,-2,-3,5
1736850183,-3,-3,5
1736850183,-4,-5,5
1736850183,-8,-2,5
1736850184,-6,-4,5
1736850184,-2,1,5
1736850184,0,12,5
1736850184,-4,20,5
1736850184,-3,24,5
1736850185,-3,12,5
1736850185,1,13,5
1736850185,3,3,5
1736850185,5,1,5
1736850185,7,-3,5
1736850186,8,-9,5
1736850186,8,-10,5
1736850186,8,-11,5
1736850186,6,-13,5
1736850186,6,-12,5
1736850187,5,-13,5
1736850187,5,-13,5
1736850187,7,-12,5
1736850187,6,-9,5
1736850187,6,-8,5
1736850188,6,-8,5
1736850188,7,-13,5
1736850188,6,-11,5
1736850188,5,-11,5
1736850188,5,-11,5
1736850189,5,-11,5
1736850189,5,-11,5
1736850189,4,-11,5
1736850189,4,-10,5
1736850190,6,-13,5
1736850190,4,-13,5
1736850190,1,-11,5
1736850190,-1,-11,5
1736850190,-3,-11,5
1736850191,-2,-12,5
1736850191,-1,-12,5
1736850191,0,-12,5
1736850191,3,-13,5
1736850191,4,-13,5
1736850192,6,-14,5
1736850192,9,-15,5
1736850192,11,-15,5
1736850192,13,-12,5
1736850192,12,-11,5
1736850193,11,-9,5
1736850193,11,-9,5
1736850193,11,-9,5
1736850193,11,-9,5
1736850193,11,-8,5
1736850194,12,-11,5
1736850194,12,-13,5
1736850194,11,-13,5
1736850194,9,-11,5
1736850194,6,-9,5
1736850195,6,-9,5
1736850195,7,-10,5
1736850195,7,-10,5
1736850195,8,-10,5
1736850195,8,-11,5
1736850196,8,-11,5
1736850196,8,-11,5
1736850196,8,-11,5
1736850196,8,-11,5
1736850196,9,-11,5
1736850197,10,-11,5
1736850197,10,-12,5
1736850197,9,-11,5
1736850197,9,-11,5
1736850197,9,-11,5
1736850198,10,-11,5
1736850198,11,-12,5
1736850198,11,-12,5
1736850198,11,-13,5
1736850198,11,-9,5
1736850199,10,-11,5
1736850199,10,-13,5
1736850199,9,-10,5
1736850199,10,-11,5
1736850199,7,-18,5
1736850200,7,-20,5
1736850200,6,-21,5
1736850200,6,-21,5
1736850200,5,-20,5
1736850200,3,-18,5
1736850201,0,-15,5
1736850201,-3,-14,5
1736850201,-3,-14,5
